participant,session,repetition,mean_timing,median_timing,std_timing,max_timing,total time
p099,1,1,0.6013260869565218,0.2315,0.7289297498341226,2.589,6.636
p099,1,2,0.4531739130434782,0.1805,0.5646089818763592,2.066,4.874
p099,1,3,0.48095652173913034,0.3345,0.3893836700634444,1.206,5.21
p099,1,4,0.3466304347826088,0.2025,0.35371641866178316,1.28,3.63
p099,1,5,0.40823913043478266,0.2635,0.4213034897016432,1.384,4.362
p099,1,6,0.34015217391304353,0.202,0.31901027272845023,1.101,3.598
p099,1,7,0.27454347826086956,0.1955,0.2668169332059167,1.147,2.86
p099,1,8,0.3187608695652174,0.2415,0.2182760927289217,0.742,3.36
p099,1,9,0.4101521739130434,0.213,0.5947011562267147,2.286,4.419
p099,1,10,0.23586956521739125,0.2095,0.1605925982375765,0.646,2.409
p099,1,11,0.32123913043478275,0.198,0.291504006816953,0.946,3.393
p099,1,12,0.34147826086956523,0.2355,0.28759197478607196,0.92,3.627
p099,1,13,0.3306086956521738,0.215,0.3517448872414254,1.359,3.483
p099,1,14,0.2729130434782609,0.236,0.19311548946299312,0.844,2.805
p099,1,15,0.478891304347826,0.22949999999999998,0.48259770355676257,1.603,5.197
p099,1,16,0.48780434782608695,0.202,0.7443588029547524,2.7,5.278
p099,1,17,0.3523478260869566,0.181,0.3705963492889267,1.385,3.758
p099,1,18,0.21980434782608693,0.20350000000000001,0.1404104490516947,0.578,2.215
p099,1,19,0.4101086956521739,0.3035,0.34138510208078104,1.178,4.412
p099,1,20,0.20923913043478262,0.199,0.1198300991279104,0.485,2.118
p099,1,21,0.20371739130434782,0.1985,0.10959818795004034,0.427,2.047
p099,1,22,0.22828260869565223,0.2195,0.13190276941637788,0.557,2.329
p099,1,23,0.27408695652173914,0.225,0.1803206805280164,0.759,2.843
p099,1,24,0.2406304347826087,0.2155,0.15174208508674653,0.575,2.482
p099,1,25,0.21150000000000002,0.198,0.11394321197664894,0.451,2.148
p099,1,26,0.20121739130434782,0.187,0.11625411114230721,0.463,2.03
p099,1,27,0.23610869565217402,0.1655,0.19284919015885843,0.751,2.451
p099,1,28,0.22636956521739132,0.2115,0.12471110771087485,0.515,2.341
p099,1,29,0.41671739130434776,0.2555,0.6168970979576733,2.448,4.477
p099,1,30,0.21780434782608693,0.19,0.14071857171361843,0.611,2.2
