participant,session,repetition,mean_timing,median_timing,std_timing,max_timing,total time
p058,1,1,0.4788260869565218,0.366,0.37728652856639494,1.401,5.002
p058,1,2,0.43308695652173906,0.389,0.27010136583528593,0.984,4.482
p058,1,3,0.40939130434782617,0.325,0.3310428960630577,1.364,4.271
p058,1,4,0.27599999999999997,0.2405,0.1513321585857488,0.68,2.762
p058,1,5,0.3083478260869565,0.1925,0.25240885856890594,0.818,3.16
p058,1,6,0.3359130434782608,0.2855,0.22827691040945633,0.855,3.455
p058,1,7,0.44030434782608696,0.3885,0.32089443536363016,1.445,4.643
p058,1,8,0.46141304347826084,0.39749999999999996,0.35520814405622053,1.585,4.832
p058,1,9,0.3053478260869566,0.313,0.13463699630096795,0.611,3.045
p058,1,10,0.31415217391304345,0.258,0.22513561023340817,0.984,3.187
p058,1,11,0.38193478260869573,0.2275,0.31223683334388713,1.014,3.952
p058,1,12,0.3963260869565218,0.3555,0.23428293003193346,1.072,4.112
p058,1,13,0.3219130434782609,0.2435,0.24570179089357325,0.956,3.345
p058,1,14,0.36969565217391304,0.364,0.19891671842649428,0.833,3.785
p058,1,15,0.37310869565217386,0.353,0.228520383555785,0.975,3.88
p058,1,16,0.2864565217391305,0.247,0.19073887985897126,0.883,2.878
p058,1,17,0.3187826086956522,0.3255,0.16278232405318027,0.75,3.286
p058,1,18,0.40991304347826085,0.3825,0.24678698201638116,1.0,4.288
p058,1,19,0.3267826086956522,0.3065,0.19115821405823075,0.748,3.38
p058,1,20,0.5123913043478263,0.3025,0.7520912320031652,3.012,5.393
p058,1,21,0.33023913043478254,0.278,0.2186401594485137,0.923,3.337
p058,1,22,0.3313260869565217,0.2675,0.21550530329621187,0.861,3.296
p058,1,23,0.2577608695652175,0.21100000000000002,0.16903414313650875,0.795,2.496
p058,1,24,0.26841304347826095,0.239,0.1764083112286136,0.795,2.663
p058,1,25,0.4106739130434782,0.28600000000000003,0.33999216032450746,1.272,4.26
p058,1,26,0.2874782608695653,0.2495,0.19773076410226045,0.925,2.861
p058,1,27,0.2517173913043478,0.227,0.12164203641897232,0.519,2.427
p058,1,28,0.32289130434782615,0.287,0.18961109065791246,0.772,3.215
p058,1,29,0.3416739130434783,0.22949999999999998,0.28894098238973964,0.998,3.559
p058,1,30,0.29130434782608694,0.242,0.2073459663423769,0.94,2.936
p058,1,31,0.26456521739130434,0.228,0.172928456905535,0.859,2.598
p058,1,32,0.2527391304347825,0.151,0.284943459091847,1.189,2.567
p058,1,33,0.27882608695652183,0.239,0.17282236279522858,0.702,2.839
p058,1,34,0.25543478260869573,0.196,0.207375521128423,0.933,2.563
p058,1,35,0.3566304347826086,0.243,0.35184411691642037,1.517,3.706
p058,1,36,0.2992826086956522,0.251,0.21515499973982358,0.904,3.072
p058,1,37,0.2858695652173914,0.2465,0.18882956556354696,0.806,2.936
p058,1,38,0.4476521739130433,0.3715,0.31325660176718484,1.246,4.623
p058,1,39,0.27258695652173903,0.256,0.1602978583189511,0.809,2.703
p058,1,40,0.3111086956521739,0.2885,0.16823729646753516,0.751,3.169
p058,1,41,0.34091304347826085,0.2615,0.26172528651978727,1.026,3.525
p058,1,42,0.2555869565217392,0.20800000000000002,0.18875246295222586,0.924,2.507
p058,1,43,0.23039130434782615,0.218,0.10812553984674368,0.483,2.185
p058,1,44,0.3179782608695653,0.2435,0.24005290982803815,1.056,3.223
p058,1,45,0.21958695652173915,0.21350000000000002,0.10832781033859046,0.442,2.145
p058,1,46,0.31332608695652175,0.304,0.1476578709717277,0.61,3.087
p058,1,47,0.2594782608695652,0.256,0.12308889996537459,0.586,2.451
p058,1,48,0.239304347826087,0.22949999999999998,0.1119545283814852,0.473,2.318
p058,1,49,0.24032608695652175,0.197,0.17082805576860366,0.745,2.411
p058,1,50,0.21852173913043482,0.20600000000000002,0.10586149003515759,0.437,2.101
p058,1,51,0.21050000000000005,0.20650000000000002,0.10789063392569759,0.449,2.026
p058,1,52,0.25730434782608697,0.213,0.16144305766915223,0.755,2.552
p058,1,53,0.2490217391304348,0.191,0.19270847171949593,0.888,2.482
p058,1,54,0.20802173913043476,0.1735,0.11190223692142764,0.482,2.003
p058,1,55,0.26639130434782604,0.191,0.20893183133483403,0.939,2.624
p058,1,56,0.2400652173913044,0.189,0.14420470052038498,0.622,2.304
p058,1,57,0.17169565217391308,0.1635,0.08257975796235281,0.346,1.638
p058,1,58,0.2534782608695652,0.2395,0.13295408382519547,0.57,2.514
p058,1,59,0.25032608695652164,0.2225,0.1438227387906263,0.712,2.446
p058,1,60,0.2311956521739131,0.2395,0.11494474412907513,0.453,2.306
p058,1,61,0.5489130434782608,0.419,0.4726496859237978,1.753,5.888
p058,1,62,0.29710869565217396,0.2325,0.25229869672106864,1.083,3.008
p058,1,63,0.18558695652173915,0.1535,0.09866094039395878,0.449,1.711
p058,1,64,0.23045652173913042,0.201,0.12899951877976376,0.591,2.193
p058,1,65,0.25317391304347814,0.1865,0.19600400271965268,0.908,2.529
p058,1,66,0.19669565217391297,0.1605,0.11861944183259474,0.526,1.852
p058,1,67,0.2510869565217391,0.1605,0.23493893543140631,1.041,2.543
p058,1,68,0.1873260869565218,0.161,0.1150128600244968,0.52,1.751
p058,1,69,0.15543478260869567,0.134,0.10205677116714403,0.433,1.367
p058,1,70,0.22745652173913042,0.157,0.1866325809976786,0.817,2.172
p058,1,71,0.2682173913043478,0.1765,0.28017676270077774,1.112,2.698
p058,1,72,0.3034347826086957,0.2235,0.2610205315188752,1.13,3.064
p058,1,73,0.16019565217391307,0.146,0.08384234399957456,0.346,1.445
p058,1,74,0.31554347826086954,0.259,0.22574860221265197,0.994,3.167
p058,1,75,0.1725,0.1325,0.11161575954038827,0.501,1.637
p058,1,76,0.29921739130434793,0.1275,0.3169237491920294,1.0,3.203
p058,1,77,0.32015217391304335,0.2645,0.2588259790662706,1.117,3.281
p058,1,78,0.28271739130434786,0.281,0.12787679192505372,0.544,2.833
