participant,session,repetition,mean_timing,median_timing,std_timing,max_timing,total time
p001,1,1,0.9142826086956524,0.8055,0.7316047099977018,2.436,10.101
p001,1,2,0.5328695652173913,0.36,0.48934575863859753,1.616,5.768
p001,1,3,0.7137826086956522,0.4485,0.6743328855837525,2.375,7.877
p001,1,4,0.5038043478260869,0.4125,0.34776886446573596,1.129,5.443
p001,1,5,0.48904347826086975,0.345,0.4228397624801853,1.423,5.284
p001,1,6,0.5383043478260869,0.34299999999999997,0.4521932167934518,1.51,5.842
p001,1,7,0.3982608695652175,0.324,0.2915568505479665,1.112,4.257
p001,1,8,0.4054565217391305,0.329,0.3503020097967365,1.399,4.336
p001,1,9,0.5225434782608696,0.3645,0.445998291303241,1.665,5.671
p001,1,10,0.3284130434782609,0.288,0.22828457640867236,0.966,3.416
p001,1,11,0.31849999999999995,0.279,0.20393013509533112,0.871,3.327
p001,1,12,0.5824565217391302,0.308,0.6441716026209074,2.144,6.368
p001,1,13,0.3130869565217392,0.2905,0.21880542610445844,0.978,3.274
p001,1,14,0.41289130434782606,0.3345,0.33169686484036526,1.375,4.404
p001,1,15,0.4000652173913042,0.287,0.39294389773005134,1.51,4.274
p001,1,16,0.2925000000000001,0.269,0.18473545650169296,0.857,3.033
p001,1,17,0.28369565217391296,0.273,0.1664709343419335,0.71,2.921
p001,1,18,0.2718913043478261,0.256,0.18266596450727207,0.847,2.801
p001,1,19,0.3159782608695652,0.274,0.23755322109001503,1.019,3.303
p001,1,20,0.34502173913043477,0.31,0.22536050024896498,1.007,3.608
p001,1,21,0.34006521739130435,0.2875,0.2437230123793915,1.042,3.574
p001,1,22,0.319,0.299,0.19047974520492553,0.802,3.326
p001,1,23,0.3021956521739131,0.2935,0.16390330748004614,0.609,3.153
p001,1,24,0.3467391304347826,0.3185,0.2334382083152826,0.992,3.638
p001,1,25,0.291195652173913,0.3035,0.14741711336886792,0.566,3.026
p001,1,26,0.2890434782608695,0.2845,0.16418133017716713,0.736,2.991
p001,1,27,0.2868695652173913,0.2605,0.18226044962521226,0.727,2.976
p001,1,28,0.2983478260869566,0.28,0.19524790138480128,0.895,3.104
p001,1,29,0.48463043478260853,0.40549999999999997,0.3945662799522563,1.399,5.24
p001,1,30,0.35708695652173916,0.261,0.3419426089654329,1.416,3.774
p001,1,31,0.29947826086956525,0.2555,0.1894833606450779,0.734,3.1
p001,1,32,0.3338695652173913,0.247,0.24119955856746525,0.92,3.484
p001,1,33,0.2677608695652174,0.23199999999999998,0.16558075368332567,0.6,2.769
p001,1,34,0.24441304347826084,0.2405,0.12643515265181182,0.488,2.472
p001,1,35,0.23873913043478268,0.232,0.13610460597685864,0.512,2.416
p001,1,36,0.24906521739130433,0.2405,0.13806671530240783,0.56,2.524
p001,1,37,0.27691304347826096,0.2445,0.18111614764343367,0.726,2.885
p001,1,38,0.26291304347826083,0.2525,0.1400106069135806,0.559,2.68
p001,1,39,0.3335217391304348,0.3105,0.2210217424327736,0.981,3.506
p001,1,40,0.2537608695652174,0.2495,0.1296383319140187,0.52,2.602
p001,1,41,0.3014130434782608,0.28600000000000003,0.171404988399723,0.712,3.151
p001,1,42,0.2544565217391305,0.23099999999999998,0.1600393988327373,0.695,2.615
p001,1,43,0.3527608695652174,0.2645,0.36719211954643693,1.552,3.729
p001,1,44,0.26482608695652177,0.2465,0.16154659518373932,0.661,2.737
p001,1,45,0.28539130434782606,0.2475,0.1978628569108602,0.805,2.968
p001,1,46,0.2649130434782609,0.22,0.18656304577356464,0.775,2.721
