participant,session,repetition,mean_timing,median_timing,std_timing,max_timing,total time
p085,1,1,0.812304347826087,0.2555,1.0166264662995332,3.142,8.945
p085,1,2,0.6955217391304348,0.1915,0.9669764960749317,3.181,7.635
p085,1,3,0.6586304347826084,0.222,0.8932454026052205,3.104,7.142
p085,1,4,0.5277826086956522,0.183,0.6221223499903277,1.827,5.605
p085,1,5,0.46630434782608704,0.178,0.5317673622329899,1.606,4.933
p085,1,6,0.6780217391304347,0.278,0.6199899457654467,1.719,7.414
p085,1,7,0.5067826086956522,0.188,0.5997035161197379,1.781,5.425
p085,1,8,0.4101304347826087,0.151,0.4908197500642573,1.615,4.366
p085,1,9,0.4398043478260869,0.1855,0.508374998054923,1.426,4.658
p085,1,10,0.4665869565217392,0.192,0.5256830298060676,1.435,4.982
p085,1,11,0.4240869565217391,0.16149999999999998,0.5416411204678264,1.945,4.463
p085,1,12,0.6848260869565218,0.675,0.6554091276734564,2.395,7.465
p085,1,13,0.5267608695652174,0.174,0.6717543262824789,2.11,5.672
p085,1,14,0.5593913043478261,0.193,0.6022393572976287,1.844,6.056
p085,1,15,0.4556521739130435,0.1915,0.5075903079974506,1.584,4.85
p085,1,16,0.462195652173913,0.22849999999999998,0.44192350366526945,1.223,4.953
p085,1,17,0.5326304347826089,0.187,0.5915076540763593,1.856,5.802
p085,1,18,0.5050869565217391,0.2085,0.5267923827208909,1.442,5.438
p085,1,19,0.4997173913043477,0.146,0.659208335405886,2.282,5.411
p085,1,20,0.407195652173913,0.161,0.4641484254735388,1.324,4.246
p085,1,21,0.5044130434782608,0.1415,0.6538901224751231,2.001,5.411
p085,1,22,0.44073913043478263,0.152,0.5477030596462774,1.714,4.64
p085,1,23,0.3671304347826086,0.1555,0.4010334765021024,1.146,3.819
p085,1,24,0.5330217391304349,0.2085,0.5931307702589871,1.801,5.708
p085,1,25,0.695608695652174,0.181,0.8788497906863106,2.894,7.601
p085,1,26,0.39399999999999996,0.151,0.45192152711136324,1.409,4.161
p085,1,27,0.4718695652173913,0.179,0.5984247324321359,2.04,4.924
p085,1,28,0.5454565217391303,0.212,0.6999275107394014,2.526,5.715
p085,1,29,0.4758478260869565,0.1645,0.6218335242523177,2.15,5.057
p085,1,30,0.41571739130434776,0.16549999999999998,0.4616494900796721,1.438,4.395
p085,1,31,0.4145217391304347,0.154,0.4892562491115325,1.468,4.38
p085,1,32,0.4107826086956522,0.199,0.4392867407283199,1.375,4.254
p085,1,33,0.4682391304347823,0.1525,0.5851283310250119,1.908,4.974
p085,1,34,0.4166304347826087,0.1765,0.47768992075034766,1.523,4.379
p085,1,35,0.4441521739130437,0.146,0.5896067226886185,2.055,4.715
p085,1,36,0.5535,0.1975,0.6394367921156173,2.16,5.997
p085,1,37,0.39169565217391306,0.16599999999999998,0.4552338529476529,1.361,4.145
p085,1,38,0.38663043478260883,0.1845,0.42253559264651314,1.453,3.993
p085,1,39,0.44499999999999995,0.166,0.5577947452045221,2.034,4.644
p085,1,40,0.4812608695652175,0.168,0.6381490747042525,2.177,5.062
p085,1,41,0.46902173913043477,0.1975,0.5341686162889199,1.897,4.989
p085,1,42,0.5516304347826088,0.1815,0.7606784503526558,2.641,5.855
p085,1,43,0.49730434782608685,0.22,0.6149239833621792,2.17,5.289
p085,1,44,0.4805652173913043,0.1565,0.6335866739680939,2.189,5.11
p085,1,45,0.4795869565217391,0.183,0.5579463763993795,1.737,4.878
p085,1,46,0.4498260869565216,0.217,0.48066330578334154,1.723,4.735
p085,1,47,0.3600652173913044,0.184,0.36971282562274155,1.486,3.717
p085,1,48,0.6020217391304348,0.1835,0.7735845996723575,2.157,6.538
p085,1,49,0.391326086956522,0.1925,0.46616239680312777,1.558,4.088
p085,1,50,0.43976086956521737,0.203,0.5679499659020291,2.144,4.609
p085,1,51,0.48436956521739133,0.1765,0.5992686416215334,1.888,5.184
p085,1,52,0.39702173913043487,0.1745,0.41746400984624804,1.225,4.136
p085,1,53,0.452586956521739,0.21,0.5067110320965088,1.705,4.744
p085,1,54,0.3942391304347826,0.183,0.43406943555061217,1.44,4.095
p085,1,55,0.5447608695652173,0.1755,0.6155171334300076,2.007,5.932
p085,1,56,0.36645652173913035,0.2165,0.3717874964439731,1.252,3.734
p085,1,57,0.3678695652173912,0.1765,0.3861897408554881,1.32,3.834
p085,1,58,0.36445652173913046,0.176,0.3599238627217175,1.144,3.796
p085,1,59,0.30880434782608696,0.1925,0.2962271365441066,1.086,3.124
p085,1,60,0.41739130434782623,0.244,0.43707993056245803,1.508,4.315
p085,1,61,0.3400652173913043,0.178,0.3277855262328242,1.069,3.475
p085,1,62,0.4180869565217393,0.2075,0.42416479114644723,1.361,4.307
p085,1,63,0.3655434782608697,0.1795,0.3566963667710016,1.208,3.76
p085,1,64,0.4104999999999999,0.1885,0.44888992711651116,1.475,4.242
p085,1,65,0.42760869565217385,0.1975,0.4669445114910274,1.556,4.421
p085,1,66,0.35536956521739127,0.16949999999999998,0.3829845577795331,1.137,3.663
p085,1,67,0.36956521739130443,0.163,0.42297121794246173,1.394,3.884
p085,1,68,0.40010869565217394,0.173,0.4149407576596324,1.276,4.114
p085,1,69,0.33323913043478265,0.1865,0.30495305174422493,1.003,3.351
p085,1,70,0.36686956521739117,0.191,0.34505797314497444,1.177,3.718
p085,1,71,0.3381086956521739,0.1925,0.3186882299720297,1.013,3.454
p085,1,72,0.5080869565217391,0.1725,0.7429829017349804,2.829,5.375
p085,1,73,0.35708695652173916,0.1845,0.35091460348238296,1.056,3.699
p085,1,74,0.42650000000000005,0.16949999999999998,0.4842381760158022,1.449,4.473
p085,1,75,0.39269565217391306,0.1855,0.4637707704634175,1.708,4.089
p085,1,76,0.43193478260869556,0.1655,0.4590924575083572,1.398,4.548
p085,1,77,0.3840869565217392,0.144,0.39739579073356285,1.105,3.981
p085,1,78,0.34030434782608693,0.166,0.35537516136332553,1.106,3.496
p085,1,79,0.37978260869565217,0.1575,0.3803216132020359,1.226,3.919
p085,1,80,0.37915217391304346,0.177,0.426301352326226,1.513,3.924
p085,1,81,0.38069565217391305,0.16399999999999998,0.4009455418585321,1.271,3.922
p085,1,82,0.4563043478260871,0.182,0.49080866919651506,1.555,4.838
p085,1,83,0.5000217391304347,0.1605,0.5537776725618498,1.691,5.339
p085,1,84,0.45145652173913026,0.158,0.5510011375879258,1.924,4.794
p085,1,85,0.4164130434782609,0.1765,0.45464049661179573,1.641,4.381
p085,1,86,0.5871304347826086,0.178,0.8942808807750543,3.403,6.286
p085,1,87,0.36704347826086947,0.1445,0.4327719418159967,1.312,3.806
p085,1,88,0.4310869565217391,0.23299999999999998,0.46265296934993205,1.599,4.544
p085,1,89,0.5162826086956523,0.175,0.6262386716844014,1.924,5.531
p085,1,90,0.44939130434782604,0.21350000000000002,0.48643887263621743,1.718,4.778
p085,1,91,0.36326086956521736,0.149,0.40453937782688154,1.174,3.766
p085,1,92,0.39245652173913037,0.1925,0.41615807394796184,1.307,4.096
p085,1,93,0.37802173913043474,0.1775,0.36771948784247277,1.052,3.922
p085,1,94,0.44332608695652176,0.159,0.5786719298665342,1.805,4.734
p085,1,95,0.41276086956521735,0.2085,0.45098323126168127,1.313,4.417
p085,1,96,0.36210869565217385,0.178,0.3927001812670192,1.242,3.777
p085,1,97,0.32178260869565223,0.1785,0.3311857426509567,1.093,3.282
p085,1,98,0.5976086956521739,0.2125,0.6433774243357685,1.731,6.483
p085,1,99,0.3779782608695653,0.1585,0.4270498013700996,1.241,3.945
p085,2,1,0.4678913043478262,0.202,0.5101061426914933,1.802,4.963
p085,2,2,0.8257826086956525,0.2425,1.0821617852560674,3.801,9.131
p085,2,3,0.5641521739130433,0.1935,0.6860825012713301,2.132,6.08
p085,2,4,0.4501521739130434,0.1875,0.5131717047448394,1.735,4.76
p085,2,5,0.45539130434782615,0.195,0.5185263939820601,1.685,4.861
p085,2,6,0.4912173913043479,0.20500000000000002,0.5784259834736748,1.754,5.21
p085,2,7,0.46658695652173915,0.196,0.5472400885285669,1.768,4.887
p085,2,8,0.36017391304347823,0.23399999999999999,0.27600678770621456,0.893,3.751
p085,2,9,0.5113478260869565,0.17149999999999999,0.7014520247281129,2.385,5.447
p085,2,10,0.5792391304347826,0.2135,0.7127508271099331,2.152,6.208
p085,2,11,0.36545652173913046,0.1505,0.44613359765491967,1.581,3.789
p085,2,12,0.4233043478260869,0.162,0.548818361758149,2.026,4.412
p085,2,13,0.42165217391304355,0.176,0.5558152857596289,2.002,4.445
p085,2,14,0.3338913043478261,0.1615,0.3521689763773994,1.247,3.425
p085,2,15,0.3503695652173913,0.178,0.369602270236874,1.382,3.541
p085,2,16,0.41213043478260875,0.209,0.44317273325147677,1.572,4.311
p085,2,17,0.4172608695652177,0.148,0.5705205979252677,2.057,4.355
p085,2,18,0.41997826086956513,0.22099999999999997,0.4106884458040038,1.331,4.387
p085,2,19,0.3521521739130435,0.172,0.37474542276598655,1.291,3.6
p085,2,20,0.44576086956521754,0.202,0.4922922431412106,1.529,4.721
p085,2,21,0.4203043478260868,0.197,0.44808178170038054,1.505,4.404
p085,2,22,0.3591739130434784,0.16749999999999998,0.39116715974107974,1.387,3.683
p085,2,23,0.4061521739130434,0.192,0.44646393246842364,1.531,4.243
p085,2,24,0.3621739130434783,0.1745,0.4042231674237952,1.514,3.757
p085,2,25,0.4411521739130434,0.17149999999999999,0.5942143259947469,2.246,4.649
p085,2,26,0.3087173913043478,0.20350000000000001,0.29087726797423447,1.084,3.118
p085,2,27,0.3762826086956522,0.18,0.47201147175529434,1.85,3.875
p085,2,28,0.28623913043478266,0.183,0.24560430549814685,0.868,2.826
p085,2,29,0.37323913043478263,0.1445,0.44565283871754346,1.503,3.865
p085,2,30,0.27304347826086944,0.16799999999999998,0.2737133907755612,1.061,2.712
p085,2,31,0.5243260869565217,0.209,0.5769474867052105,1.909,5.602
p085,2,32,0.33930434782608687,0.174,0.4443099953643586,1.74,3.463
p085,2,33,0.39182608695652177,0.162,0.5364276612450111,2.092,4.067
p085,2,34,0.37406521739130427,0.1545,0.508126248624358,1.968,3.87
p085,2,35,0.4061739130434784,0.16899999999999998,0.4922156846274168,1.573,4.25
p085,2,36,0.38178260869565206,0.1985,0.38331831350536727,1.264,3.911
p085,2,37,0.4201739130434784,0.1325,0.4781934663965494,1.566,4.476
p085,2,38,0.39941304347826084,0.178,0.4510306013804856,1.615,4.17
p085,2,39,0.2975,0.17049999999999998,0.284957911122171,0.957,3.021
p085,2,40,0.4442608695652174,0.181,0.6830123940564934,2.634,4.67
p085,2,41,0.3521304347826087,0.144,0.37269055431465165,1.291,3.65
p085,2,42,0.34260869565217383,0.16,0.3281328645710365,1.113,3.449
p085,2,43,0.30047826086956536,0.1795,0.28614469837094153,1.014,2.934
p085,2,44,0.609391304347826,0.1925,1.0798921032165074,4.113,6.581
p085,2,45,0.38617391304347826,0.173,0.4500723055168322,1.596,3.963
p085,2,46,0.4665217391304348,0.1645,0.6025985484781881,2.258,4.919
p085,2,47,0.39049999999999996,0.185,0.39487842010759044,1.365,4.012
p085,2,48,0.5138695652173914,0.1905,0.6558146963449577,2.283,5.433
p085,2,49,0.38773913043478264,0.185,0.4759201349798379,1.852,3.982
p085,2,50,0.36619565217391303,0.223,0.351722151677537,1.249,3.77
p085,2,51,0.3287391304347827,0.2085,0.3177476591247008,1.08,3.279
p085,2,52,0.5693260869565219,0.165,0.8504609222023295,3.06,6.094
p085,2,53,0.43647826086956504,0.217,0.5077701903258746,1.901,4.607
p085,2,54,0.4556956521739131,0.1885,0.6496566227910185,2.479,4.848
p085,2,55,0.34910869565217395,0.17149999999999999,0.3866002372972123,1.261,3.637
p085,2,56,0.5364130434782608,0.175,0.7146701671583102,2.335,5.732
p085,2,57,0.4620000000000001,0.167,0.6118044349844701,2.149,4.887
p085,2,58,0.35297826086956524,0.16599999999999998,0.3995710193656545,1.488,3.603
p085,2,59,0.3750217391304348,0.175,0.41442954040627056,1.573,3.91
p085,2,60,0.3653478260869566,0.1635,0.4110501033202808,1.454,3.748
p085,2,61,0.4142391304347826,0.1515,0.5184588780342761,1.777,4.328
p085,2,62,0.32593478260869563,0.16949999999999998,0.36910717517177183,1.372,3.292
p085,2,63,0.33667391304347827,0.1765,0.35548014817819606,1.24,3.463
p085,2,64,0.5718478260869566,0.20700000000000002,0.7861071447297556,2.796,6.157
p085,2,65,0.3213260869565216,0.1585,0.3356970230793652,1.218,3.338
p085,2,66,0.2939130434782609,0.187,0.2457538810442455,0.883,2.936
p085,2,67,0.5421304347826088,0.189,0.8704149612862349,3.256,5.811
p085,2,68,0.47217391304347833,0.1665,0.602286174296565,1.989,4.991
p085,2,69,0.4080652173913045,0.1595,0.48899276987038076,1.65,4.296
p085,2,70,0.3523695652173912,0.157,0.3930753028616868,1.377,3.614
p085,2,71,0.3976086956521739,0.185,0.5596394267050038,2.221,4.137
p085,2,72,0.32289130434782615,0.1725,0.316534795577981,1.17,3.287
p085,2,73,0.3562173913043478,0.179,0.33458331718013934,1.072,3.656
p085,2,74,0.3236521739130436,0.16699999999999998,0.3068069401932177,1.042,3.285
p085,2,75,0.4490217391304348,0.184,0.5254851510379268,1.702,4.665
p085,2,76,0.4457391304347824,0.16599999999999998,0.5937054052411519,2.168,4.657
p085,2,77,0.45489130434782615,0.1535,0.5554186900492625,1.75,4.795
p085,2,78,0.32139130434782603,0.1445,0.3646958841592613,1.37,3.277
p085,2,79,0.34845652173913033,0.1555,0.401653953133332,1.412,3.544
p085,2,80,0.4590217391304348,0.16849999999999998,0.5109497687479415,1.535,4.891
p085,2,81,0.4605434782608696,0.182,0.6781675540756622,2.584,4.947
p085,2,82,0.3257608695652173,0.188,0.3202586582944486,1.059,3.328
p085,2,83,0.4352608695652174,0.2225,0.5011048874363135,1.861,4.625
p085,2,84,0.32276086956521743,0.18,0.3022210511663871,1.09,3.203
p085,2,85,0.41919565217391314,0.156,0.46589248256868204,1.562,4.389
p085,2,86,0.3540434782608695,0.179,0.35287611653835177,1.079,3.643
p085,2,87,0.38423913043478264,0.16799999999999998,0.43341918045967714,1.352,3.983
p085,2,88,0.4171521739130435,0.195,0.4467244722491485,1.497,4.305
p085,2,89,0.3991304347826087,0.21500000000000002,0.3742040803088694,1.182,4.154
p085,2,90,0.3564782608695652,0.16499999999999998,0.3940302717716797,1.308,3.637
p085,2,91,0.4617608695652174,0.14600000000000002,0.6860783299880758,2.572,4.913
p085,2,92,0.38195652173913036,0.156,0.4481617246050428,1.664,3.958
p085,2,93,0.3809782608695653,0.1545,0.45834758713013785,1.416,3.949
p085,2,94,0.3083043478260869,0.146,0.3180060006118136,1.114,3.114
p085,2,95,0.38310869565217376,0.17099999999999999,0.46929423266389525,1.752,3.962
p085,2,96,0.3412826086956522,0.1485,0.3729714116565015,1.223,3.474
p085,2,97,0.4839565217391305,0.161,0.6609968551453761,2.384,5.099
p085,2,98,0.36056521739130437,0.1855,0.3579506888555656,1.232,3.668
p085,2,99,0.4529565217391305,0.158,0.692448055220566,2.642,4.806
