participant,session,repetition,mean_timing,median_timing,std_timing,max_timing,total time
p008,1,1,0.2565,0.2175,0.18607510431125507,0.791,2.633
p008,1,2,0.28630434782608694,0.1525,0.41813782255058324,1.701,2.969
p008,1,3,0.1977608695652175,0.1825,0.14356789873050912,0.653,1.973
p008,1,4,0.184695652173913,0.156,0.13002835068044327,0.633,1.81
p008,1,5,0.2119782608695653,0.169,0.16403989882280803,0.728,2.113
p008,1,6,0.22491304347826088,0.138,0.24068197791432916,0.988,2.26
p008,1,7,0.22606521739130434,0.21,0.1292966274672164,0.533,2.249
p008,1,8,0.21591304347826085,0.1565,0.16896979691806283,0.745,2.175
p008,1,9,0.17808695652173914,0.1525,0.11237592191429158,0.521,1.713
p008,1,10,0.15991304347826094,0.144,0.0805433840546562,0.358,1.521
p008,1,11,0.16478260869565217,0.14450000000000002,0.08398092721127635,0.36,1.568
p008,1,12,0.17276086956521738,0.165,0.08165188567805771,0.357,1.654
p008,1,13,0.2390217391304347,0.171,0.19835439542287656,0.858,2.43
p008,1,14,0.1502826086956522,0.1295,0.083049560315507,0.382,1.403
p008,1,15,0.21073913043478262,0.192,0.11894320489350439,0.497,2.079
p008,1,16,0.18589130434782605,0.15,0.1258111862648627,0.597,1.786
p008,1,17,0.18132608695652178,0.1525,0.10343845284307983,0.489,1.732
p008,1,18,0.19449999999999998,0.1535,0.11490957797812641,0.498,1.903
p008,1,19,0.22195652173913044,0.20350000000000001,0.12022589044918536,0.542,2.207
p008,1,20,0.20854347826086955,0.167,0.14477088512109043,0.663,2.062
p008,1,21,0.17671739130434783,0.152,0.10436893174236994,0.501,1.693
p008,1,22,0.17876086956521742,0.166,0.09936826785752498,0.443,1.735
p008,1,23,0.16193478260869562,0.119,0.12107433936294638,0.567,1.552
p008,1,24,0.20506521739130437,0.1345,0.21529188478011407,0.913,2.027
p008,1,25,0.17552173913043487,0.151,0.09833112746236221,0.416,1.663
p008,1,26,0.1427173913043478,0.116,0.08211608667503131,0.381,1.301
p008,1,27,0.1557391304347826,0.1385,0.0837269198134583,0.402,1.447
p008,1,28,0.16847826086956522,0.1455,0.08763072498474869,0.397,1.567
p008,1,29,0.18691304347826085,0.14550000000000002,0.1247470019389389,0.586,1.798
p008,1,30,0.17667391304347824,0.1395,0.1239811911089431,0.554,1.689
p008,1,31,0.15697826086956523,0.137,0.08925780118546373,0.419,1.452
p008,1,32,0.1738478260869565,0.1505,0.08710197532938156,0.385,1.629
p008,1,33,0.2307608695652174,0.208,0.13122960112931983,0.619,2.26
p008,1,34,0.1562391304347826,0.1225,0.08636464934801062,0.403,1.457
p008,1,35,0.18126086956521742,0.1635,0.10091127781540656,0.448,1.686
p008,1,36,0.1814565217391305,0.1515,0.09434162661348008,0.427,1.718
p008,1,37,0.19773913043478253,0.162,0.11520077831191725,0.551,1.902
p008,1,38,0.1611521739130435,0.15,0.07829714551098961,0.344,1.478
