participant,session,repetition,mean_timing,median_timing,std_timing,max_timing,total time
p100,1,1,0.6421086956521739,0.516,0.4220635143493543,1.372,7.018
p100,1,2,0.4242391304347826,0.3235,0.377705069232161,1.491,4.468
p100,1,3,0.43717391304347825,0.45999999999999996,0.20141381441619427,0.885,4.467
p100,1,4,0.3782608695652172,0.248,0.35317156263918653,1.316,3.936
p100,1,5,0.45649999999999996,0.3295,0.3618192765579094,1.273,4.828
p100,1,6,0.34569565217391307,0.281,0.24448811555440275,1.005,3.544
p100,1,7,0.4497826086956521,0.38,0.31598093564457536,1.325,4.612
p100,1,8,0.27780434782608693,0.21,0.21343649792700167,0.872,2.831
p100,1,9,0.26667391304347826,0.22199999999999998,0.18304814841369238,0.699,2.703
p100,1,10,0.368086956521739,0.1995,0.5153188366260664,2.068,3.893
p100,1,11,0.4701739130434783,0.2395,0.47043636028917407,1.494,5.087
p100,1,12,0.30976086956521737,0.258,0.23187527152737467,0.92,3.195
p100,1,13,0.3858260869565216,0.2,0.4259947471949404,1.603,4.064
p100,1,14,0.3782608695652174,0.2275,0.34407753872783503,1.252,3.945
p100,1,15,0.33758695652173915,0.28200000000000003,0.22475256281687564,0.925,3.503
p100,1,16,0.30482608695652175,0.23,0.2440326302724313,1.005,3.153
p100,1,17,0.3562173913043478,0.225,0.359843170348385,1.448,3.68
p100,1,18,0.3462608695652175,0.266,0.2954753183738295,1.26,3.556
p100,1,19,0.30208695652173906,0.2155,0.24721567966156877,0.881,3.188
p100,1,20,0.34354347826086956,0.2,0.3624424372088002,1.419,3.593
p100,1,21,0.3158478260869566,0.2475,0.23209183693733576,0.824,3.272
p100,1,22,0.38434782608695645,0.1895,0.5154982149938404,2.094,4.003
p100,1,23,0.34743478260869565,0.20400000000000001,0.3021973345109239,1.064,3.597
p100,1,24,0.5127391304347827,0.21050000000000002,0.5177407087972644,1.652,5.532
p100,1,25,0.3418478260869565,0.294,0.2135245983634677,0.829,3.545
p100,1,26,0.3104130434782609,0.261,0.22902630378645802,0.868,3.212
p100,1,27,0.2963478260869566,0.178,0.30452609575399125,1.104,3.064
p100,1,28,0.40206521739130446,0.21600000000000003,0.43142932482486696,1.664,4.267
p100,1,29,0.5036521739130435,0.3135,0.4913285489315363,1.733,5.42
p100,1,30,0.2178260869565218,0.1965,0.12925071318914796,0.529,2.14
p100,1,31,0.28858695652173905,0.208,0.2593314118255255,0.96,2.999
p100,1,32,0.41297826086956524,0.244,0.3855210897318321,1.348,4.388
p100,1,33,0.35376086956521746,0.28800000000000003,0.25449708007777994,1.03,3.707
p100,1,34,0.41360869565217384,0.3215,0.326871940827724,1.34,4.38
p100,1,35,0.4023260869565218,0.3605,0.2546152700620924,0.905,4.299
p100,1,36,0.3255217391304348,0.252,0.23270446103067055,0.941,3.404
p100,1,37,0.3273043478260868,0.214,0.2924882424657038,1.081,3.417
p100,1,38,0.2704347826086957,0.164,0.27340866052883894,1.071,2.769
