participant,session,repetition,mean_timing,median_timing,std_timing,max_timing,total time
p064,1,1,0.9671304347826087,1.205,0.6161581546142065,1.753,10.838
p064,1,2,0.8012173913043477,1.059,0.5189989900672459,1.586,8.912
p064,1,3,0.6741739130434783,0.5925,0.5415284666508647,2.017,7.477
p064,1,4,0.5176304347826087,0.48,0.3747722483912746,1.384,5.708
p064,1,5,0.3995000000000001,0.3165,0.3283864762406908,1.356,4.313
p064,1,6,0.359108695652174,0.2815,0.2921810114950335,1.16,3.861
p064,1,7,0.3017608695652173,0.292,0.1832421815561288,0.737,3.228
p064,1,8,0.3125217391304348,0.2765,0.20283235980379186,0.732,3.332
p064,1,9,0.4455434782608695,0.264,0.4381365442427351,1.429,4.872
p064,1,10,0.30934782608695655,0.304,0.19301631679918835,0.839,3.303
p064,1,11,0.3203260869565218,0.3165,0.1806002404757629,0.743,3.427
p064,1,12,0.3189130434782609,0.269,0.22673369852827166,0.931,3.441
p064,1,13,0.3269565217391303,0.321,0.23406437448053938,1.036,3.511
p064,1,14,0.42547826086956536,0.261,0.46354492718280094,1.689,4.647
p064,1,15,0.280304347826087,0.2515,0.20180858582827857,0.887,2.983
p064,1,16,0.2846304347826087,0.279,0.15865088978924094,0.567,3.044
p064,1,17,0.2774782608695652,0.2585,0.1561249839968585,0.538,2.954
p064,1,18,0.2437826086956522,0.2295,0.1416256274742955,0.618,2.556
p064,1,19,0.38054347826086954,0.2485,0.3325808644539944,1.126,4.129
p064,1,20,0.34039130434782616,0.249,0.3434382673469293,1.426,3.651
p064,1,21,0.25291304347826093,0.237,0.16305225148698757,0.657,2.664
p064,1,22,0.28658695652173927,0.23299999999999998,0.22175597960991633,0.921,3.049
p064,1,23,0.35165217391304343,0.2355,0.2996242993699724,1.036,3.791
p064,1,24,0.3204130434782609,0.28049999999999997,0.23281901183222004,0.966,3.422
p064,1,25,0.316695652173913,0.2295,0.23724144940125796,0.732,3.413
p064,1,26,0.25102173913043474,0.244,0.15857553252916484,0.672,2.64
p064,1,27,0.3103695652173913,0.244,0.24438188318882778,0.901,3.337
p064,1,28,0.2735652173913043,0.2005,0.19791543111742485,0.752,2.874
p064,1,29,0.37273913043478246,0.2615,0.4246004885527419,1.733,4.035
p064,1,30,0.3131304347826087,0.227,0.30172169727862735,1.226,3.363
p064,1,31,0.3423913043478261,0.242,0.2715447561441244,0.922,3.701
