participant,session,repetition,mean_timing,median_timing,std_timing,max_timing,total time
p057,1,1,0.4347173913043479,0.3035,0.42979848834042,1.719,4.559
p057,1,2,0.3406739130434784,0.241,0.24905867709774973,0.842,3.468
p057,1,3,0.3195217391304347,0.2725,0.221427363473185,0.953,3.248
p057,1,4,0.24810869565217392,0.22949999999999998,0.13955281409812312,0.637,2.415
p057,1,5,0.19582608695652173,0.1845,0.09853827329696734,0.421,1.817
p057,1,6,0.2767826086956522,0.2595,0.15677314297253828,0.726,2.741
p057,1,7,0.41465217391304365,0.2165,0.5736046729002012,2.354,4.287
p057,1,8,0.2629782608695652,0.237,0.1366098238098295,0.66,2.602
p057,1,9,0.3854782608695651,0.2605,0.3930875921120683,1.62,4.001
p057,1,10,0.191413043478261,0.1275,0.16135531201350592,0.732,1.779
p057,1,11,0.23195652173913042,0.1615,0.1861453382615899,0.738,2.221
p057,1,12,0.22456521739130436,0.17099999999999999,0.15838022494040696,0.592,2.148
p057,1,13,0.20784782608695646,0.14300000000000002,0.14704526398981965,0.562,1.961
p057,1,14,0.19632608695652176,0.1645,0.12407543482321572,0.561,1.826
p057,1,15,0.18952173913043477,0.169,0.10979126440264013,0.437,1.766
p057,1,16,0.21391304347826087,0.191,0.1131266401647987,0.477,2.007
p057,1,17,0.2973913043478261,0.1695,0.2992946135507338,1.258,2.954
p057,1,18,0.1642391304347826,0.15,0.08366233316336667,0.357,1.479
p057,1,19,0.2150869565217392,0.18,0.13830751985452266,0.619,2.044
p057,1,20,0.20100000000000004,0.1815,0.11896087125138624,0.517,1.884
p057,1,21,0.18939130434782608,0.148,0.12489897753533444,0.588,1.778
p057,1,22,0.21639130434782614,0.162,0.1653663244316649,0.801,2.06
p057,1,23,0.1851086956521739,0.1645,0.09253617389032719,0.422,1.721
p057,1,24,0.24145652173913035,0.192,0.1981203569687139,0.937,2.373
p057,1,25,0.15480434782608699,0.1345,0.08754925459806229,0.341,1.376
p057,1,26,0.23558695652173914,0.202,0.1501293628970187,0.711,2.262
p057,1,27,0.295695652173913,0.202,0.2653672398407089,1.116,2.958
p057,1,28,0.24960869565217397,0.17049999999999998,0.2019727680500924,0.818,2.412
p057,1,29,0.29443478260869554,0.20600000000000002,0.314581884918443,1.381,2.923
p057,1,30,0.23650000000000002,0.1775,0.17831205480530163,0.8,2.299
