participant,session,repetition,mean_timing,median_timing,std_timing,max_timing,total time
p046,1,1,0.5253260869565218,0.3155,0.46113435276971915,1.483,5.793
p046,1,2,0.5429347826086957,0.2845,0.599213128552731,2.015,5.99
p046,1,3,0.4343695652173913,0.325,0.3513654861122787,1.337,4.725
p046,1,4,0.638478260869565,0.2675,0.8221040685441888,2.427,7.073
p046,1,5,0.46543478260869564,0.2705,0.6352035072731997,2.444,5.099
p046,1,6,0.4791739130434784,0.27749999999999997,0.7574536085346255,2.951,5.268
p046,1,7,0.49780434782608707,0.3325,0.5452798922292708,2.089,5.492
p046,1,8,0.4925434782608694,0.277,0.7277155337545248,2.836,5.395
p046,1,9,0.3895652173913043,0.27449999999999997,0.48506767693563074,1.964,4.221
p046,1,10,0.36936956521739145,0.3315,0.2430588734073064,0.892,3.99
p046,1,11,0.3932826086956521,0.3,0.3265431510054973,1.283,4.25
p046,1,12,0.35093478260869565,0.259,0.2951099533073441,1.184,3.791
p046,1,13,0.3471739130434783,0.2985,0.31203947786905467,1.344,3.732
p046,1,14,0.2685217391304348,0.271,0.1426175521581228,0.602,2.834
p046,1,15,0.3174347826086957,0.2625,0.28499447574949494,1.221,3.374
p046,1,16,0.37684782608695644,0.2555,0.31550981441972464,0.989,4.093
p046,1,17,0.4221739130434783,0.33599999999999997,0.34323573398194657,1.403,4.604
p046,1,18,0.4461304347826087,0.2955,0.45852772162387795,1.654,4.846
p046,1,19,0.5401304347826086,0.2505,0.7422581643934243,2.897,5.915
p046,1,20,0.6824347826086958,0.2945,0.8526896961230365,2.588,7.571
p046,1,21,0.27647826086956523,0.2325,0.22970896941133867,1.01,2.891
p046,1,22,0.36967391304347824,0.21,0.36867179347537266,1.294,3.973
p046,1,23,0.2993260869565217,0.2485,0.23800299291748658,1.038,3.162
p046,1,24,0.3214565217391304,0.2755,0.24590917081283295,1.061,3.408
p046,1,25,0.3458478260869565,0.245,0.35740788820439406,1.459,3.726
p046,1,26,0.4311304347826087,0.3325,0.34441567964666386,1.259,4.686
p046,1,27,0.5027826086956523,0.243,0.5778318060952216,1.977,5.49
p046,1,28,0.46428260869565224,0.2515,0.5127561977757928,1.991,5.029
p046,1,29,0.33521739130434797,0.33,0.2157915571454678,0.97,3.55
p046,1,30,0.34408695652173915,0.314,0.23022296690980598,0.951,3.673
p046,1,31,0.4330217391304348,0.23199999999999998,0.5599746220095033,2.107,4.709
p046,1,32,0.30415217391304356,0.2295,0.22214549460420493,0.797,3.198
p046,1,33,0.32573913043478253,0.2935,0.1978980023235998,0.808,3.467
p046,1,34,0.2904565217391305,0.31,0.13032126227506463,0.528,3.048
p046,1,35,0.3477608695652174,0.3195,0.25152010609117503,1.1,3.735
p046,1,36,0.27273913043478265,0.3085,0.11649920071878579,0.438,2.866
p046,1,37,0.31780434782608685,0.286,0.23284812595005805,1.063,3.397
p046,1,38,0.2582608695652173,0.28,0.11843299742566284,0.48,2.714
p046,1,39,0.2668695652173913,0.2655,0.14258387141073645,0.652,2.812
p046,1,40,0.3098260869565218,0.2755,0.19244454374042133,0.748,3.295
p046,1,41,0.45997826086956517,0.283,0.6167213485352445,2.46,5.026
p046,1,42,0.34430434782608693,0.2945,0.3259254086147263,1.407,3.698
p046,1,43,0.268195652173913,0.235,0.16304350061191472,0.682,2.798
p046,1,44,0.6363478260869564,0.3105,0.8942534618922535,3.356,7.035
p046,1,45,0.5481304347826088,0.269,0.9569278530495542,3.664,6.024
p046,1,46,0.31058695652173907,0.278,0.20339262262235094,0.839,3.295
p046,1,47,0.42658695652173917,0.4535,0.3050260882166534,1.313,4.62
p046,1,48,0.23371739130434782,0.1975,0.13392977646570828,0.516,2.422
p046,1,49,0.2735217391304347,0.252,0.16013726599812003,0.628,2.85
p046,1,50,0.4596739130434783,0.2,0.8164712706205849,3.116,5.01
p046,1,51,0.3522391304347828,0.273,0.3566985147639147,1.492,3.786
p046,1,52,0.2636739130434782,0.253,0.16693632243700668,0.751,2.766
p046,1,53,0.33441304347826095,0.2465,0.27066638555707545,0.974,3.568
p046,1,54,0.37567391304347825,0.242,0.3206575919954927,1.227,4.035
p046,1,55,0.23867391304347824,0.2145,0.14460798415760315,0.689,2.46
p046,1,56,0.2605217391304348,0.198,0.2675785026351402,1.151,2.7
p046,1,57,0.2898478260869565,0.2525,0.19104984426889512,0.775,3.051
p046,1,58,0.22595652173913044,0.213,0.13199898257549633,0.531,2.32
p046,1,59,0.30656521739130427,0.2125,0.28870204957698464,1.141,3.237
p046,1,60,0.384695652173913,0.21100000000000002,0.4519652823227916,1.572,4.118
p046,1,61,0.2562608695652174,0.214,0.1646414872493306,0.585,2.663
p046,1,62,0.40332608695652167,0.264,0.3886895393125656,1.454,4.379
p046,1,63,0.3506739130434783,0.263,0.40804635108977655,1.714,3.691
p046,1,64,0.41330434782608705,0.4475,0.22360618850164207,0.981,4.488
p046,1,65,0.37184782608695655,0.4315,0.18998046301791774,0.741,4.01
p046,1,66,0.38186956521739135,0.248,0.3620085087210982,1.462,4.134
p046,1,67,0.3473260869565217,0.2465,0.33317256485343216,1.384,3.719
p046,1,68,0.3362608695652175,0.2865,0.30169008636771677,1.283,3.569
p046,1,69,0.23130434782608694,0.245,0.11980055083628091,0.479,2.358
p046,1,70,0.311195652173913,0.2275,0.29617702060800033,1.252,3.309
p046,1,71,0.8325434782608694,0.2445,1.388107644025119,4.053,9.295
p046,1,72,0.2945217391304348,0.257,0.22749112208615815,1.021,3.089
p046,1,73,0.5639347826086956,0.3435,0.5332645123169348,2.046,6.181
p046,1,74,0.48063043478260864,0.4295,0.33966240486012333,1.095,5.252
p046,1,75,0.36669565217391303,0.175,0.4850567833684913,1.785,3.926
p046,1,76,0.6378695652173912,0.28,0.7278267684215234,2.135,7.043
p046,1,77,0.3866739130434783,0.261,0.33650815108819027,1.124,4.129
p046,1,78,0.43669565217391304,0.1755,0.705822164242688,2.729,4.715
p046,1,79,0.24530434782608704,0.193,0.1873697318809011,0.771,2.521
