participant,session,repetition,mean_timing,median_timing,std_timing,max_timing,total time
p045,1,1,0.4396521739130434,0.276,0.3796679963331299,1.424,4.808
p045,1,2,0.3808478260869564,0.3,0.2809002169526716,0.944,4.113
p045,1,3,0.3730217391304347,0.23199999999999998,0.3463892793523517,1.167,4.009
p045,1,4,0.49860869565217375,0.4,0.41034465071102083,1.576,5.448
p045,1,5,0.3398260869565216,0.352,0.19541219163010573,0.752,3.616
p045,1,6,0.3620652173913044,0.3565,0.1983039644556825,0.824,3.888
p045,1,7,0.3354565217391304,0.2675,0.3140281449892838,1.224,3.56
p045,1,8,1.7276521739130428,0.28400000000000003,4.617866709097954,16.608,19.584
p045,1,9,0.28797826086956524,0.216,0.26207305929033814,1.104,3.057
p045,1,10,0.2706304347826087,0.2475,0.1674957191752344,0.639,2.841
p045,1,11,0.22095652173913044,0.1835,0.1548283575119722,0.664,2.297
p045,1,12,0.2806739130434783,0.2405,0.1800365462094141,0.638,3.0
p045,1,13,0.3151086956521738,0.308,0.18248046814943963,0.671,3.345
p045,1,14,0.24004347826086952,0.2165,0.1381395359807111,0.559,2.472
p045,1,15,0.3075869565217392,0.2475,0.2367648224703583,0.919,3.256
p045,1,16,0.24308695652173903,0.1915,0.16285942487474098,0.641,2.482
p045,1,17,0.2999999999999999,0.252,0.249621491240015,1.016,3.176
p045,1,18,0.2914130434782609,0.268,0.1852764392393109,0.688,3.073
p045,1,19,0.34354347826086956,0.268,0.2886908155042722,1.199,3.616
p045,1,20,0.3169565217391303,0.21600000000000003,0.24947437690933214,0.895,3.337
p045,1,21,0.35023913043478255,0.23199999999999998,0.3798130057326519,1.528,3.784
p045,1,22,0.27589130434782605,0.2565,0.16147792807699338,0.623,2.888
p045,1,23,0.2991086956521739,0.2525,0.20880104600215538,0.744,3.144
p045,1,24,0.3226956521739131,0.267,0.23904642687749705,0.897,3.416
p045,1,25,0.23930434782608695,0.212,0.14347882066938078,0.584,2.473
p045,1,26,0.2379782608695652,0.168,0.22510604800902517,0.936,2.464
p045,1,27,0.35423913043478267,0.22849999999999998,0.26778981681598385,0.84,3.768
p045,1,28,0.2755434782608697,0.219,0.20517945603481838,0.727,2.864
p045,1,29,0.287804347826087,0.21150000000000002,0.2405961687665055,0.848,3.032
p045,1,30,0.2500434782608695,0.21200000000000002,0.16579397610310603,0.584,2.577
p045,1,31,0.2721739130434782,0.20800000000000002,0.2339229981898437,0.976,2.848
p045,1,32,0.20819565217391303,0.1965,0.10815166707817055,0.456,2.096
p045,1,33,0.28867391304347817,0.1645,0.2649149175236647,0.912,3.048
p045,1,34,0.2512826086956521,0.16799999999999998,0.27325963746700505,1.143,2.633
p045,1,35,0.20132608695652177,0.2,0.11573879678882791,0.423,2.024
p045,1,36,0.27004347826086955,0.192,0.22289768021540873,0.895,2.84
p045,1,37,0.3306086956521739,0.23149999999999998,0.34462040168283514,1.408,3.52
p045,1,38,0.2621521739130435,0.148,0.2826527486661016,0.992,2.752
p045,1,39,0.26747826086956517,0.189,0.2195751189234371,0.864,2.793
p045,1,40,0.2115,0.16449999999999998,0.17050900921130893,0.737,2.184
p045,1,41,0.23299999999999996,0.209,0.13908478629159188,0.535,2.415
p045,1,42,0.3259999999999999,0.1955,0.398383399921901,1.6,3.504
p045,1,43,0.2398260869565217,0.20750000000000002,0.18947768022737618,0.857,2.465
p045,1,44,0.28843478260869554,0.1845,0.34485356970903297,1.4,3.057
p045,1,45,0.33330434782608687,0.1995,0.3466489014400092,1.344,3.527
p045,1,46,0.2240000000000001,0.1755,0.14616033813741827,0.6,2.304
p045,1,47,0.2639347826086957,0.276,0.13252310526829536,0.527,2.776
p045,1,48,0.30606521739130427,0.2085,0.3367660844743335,1.384,3.232
p045,1,49,0.23508695652173925,0.2115,0.15748041516144248,0.664,2.424
p045,1,50,0.2356304347826087,0.20450000000000002,0.15654028359011435,0.656,2.465
p045,1,51,0.24006521739130432,0.1875,0.20156437098895705,0.88,2.448
p045,1,52,0.4615869565217389,0.244,0.5263090590174795,1.638,5.071
p045,1,53,0.31334782608695644,0.2275,0.24612645506742659,0.849,3.328
p045,1,54,0.49213043478260865,0.224,0.4949171247658273,1.503,5.392
p045,1,55,0.46017391304347827,0.2845,0.5873602833146441,2.335,5.007
p045,1,56,0.34034782608695635,0.149,0.4015637332778671,1.424,3.64
p045,1,57,0.39906521739130424,0.16,0.7337456235621569,2.816,4.32
p045,1,58,0.2088695652173913,0.17149999999999999,0.13820542016958381,0.576,2.088
p045,1,59,0.26189130434782604,0.1965,0.21241732805032326,0.792,2.736
p045,1,60,0.32569565217391294,0.164,0.44487495719160447,1.752,3.44
p045,1,61,0.4615869565217389,0.184,0.7177039184042078,2.575,5.081
p045,1,62,0.44756521739130445,0.244,0.5254462929389502,1.88,4.849
p045,1,63,0.2495217391304347,0.1355,0.26726663666171235,1.016,2.584
p045,1,64,0.2042826086956522,0.177,0.13159207389901367,0.567,2.065
p045,1,65,0.36684782608695654,0.12,0.5667925729691126,2.096,3.951
p045,1,66,0.23154347826086968,0.1955,0.1460495663992558,0.528,2.344
p045,1,67,0.2360869565217391,0.20400000000000001,0.1497740262435315,0.535,2.441
p045,1,68,0.3047608695652174,0.212,0.2694471859016868,1.0,3.264
p045,1,69,0.23945652173913046,0.185,0.1592170714634917,0.703,2.369
p045,1,70,0.20449999999999996,0.152,0.1453010285197214,0.545,2.08
p045,1,71,0.22065217391304348,0.17149999999999999,0.15285915338293243,0.519,2.217
p045,1,72,0.24602173913043462,0.164,0.19942143974011248,0.751,2.551
p045,1,73,0.27891304347826085,0.1325,0.32931233577373564,1.055,2.935
p045,1,74,0.18813043478260869,0.1445,0.1306024687014678,0.512,1.863
p045,1,75,0.26780434782608686,0.1875,0.20708083441177344,0.656,2.816
p045,1,76,0.17786956521739136,0.16,0.11114407240567477,0.495,1.745
p045,1,77,0.2272608695652174,0.148,0.19873549532343052,0.696,2.327
p045,1,78,0.2704347826086956,0.14450000000000002,0.2911756745161788,1.151,2.848
p045,1,79,0.21752173913043474,0.152,0.1796853718315477,0.664,2.224
p045,1,80,0.24902173913043474,0.1685,0.21235970418455724,0.847,2.553
p045,1,81,0.3426739130434783,0.195,0.33316089235268403,1.096,3.657
p045,1,82,0.2505869565217392,0.188,0.20218204954797617,0.823,2.617
p045,1,83,0.20299999999999999,0.132,0.14739787424971004,0.495,2.032
p045,1,84,0.28350000000000003,0.1565,0.27502668557392346,1.024,2.952
p045,1,85,0.26921739130434785,0.1395,0.3413112566456657,1.368,2.808
p045,1,86,0.2309347826086956,0.128,0.23441808824537913,0.943,2.384
p045,1,87,0.22597826086956532,0.176,0.15884562584547784,0.536,2.313
p045,1,88,0.26154347826086966,0.1125,0.2897022000853627,0.951,2.72
p045,1,89,0.20239130434782607,0.133,0.16771079316766568,0.648,2.048
p045,1,90,0.21691304347826088,0.136,0.20609780052597,0.784,2.265
p045,1,91,0.20745652173913043,0.1315,0.20337985331467695,0.72,2.128
p045,1,92,0.6006521739130434,0.16,0.9509360351754312,3.415,6.633
p045,1,93,0.28228260869565214,0.112,0.4186922849403832,1.553,3.009
p045,1,94,0.5872608695652174,0.412,0.4938631135033543,1.584,6.512
p045,1,95,1.576760869565217,0.46799999999999997,3.4948300558573195,12.76,17.889
p045,1,96,0.5391304347826086,0.42800000000000005,0.45921665710669857,1.384,5.984
p045,1,97,0.7518043478260867,0.336,1.3654446832778646,5.112,8.416
p045,1,98,0.20850000000000007,0.184,0.13253842210217132,0.487,2.12
p045,1,99,0.19458695652173918,0.176,0.11938817661299568,0.52,1.976
p045,1,100,0.20358695652173922,0.172,0.14534687644649824,0.576,2.088
p045,2,1,0.19236956521739135,0.152,0.12583717145504647,0.497,1.944
