participant,session,repetition,mean_timing,median_timing,std_timing,max_timing,total time
p005,1,1,0.7545652173913043,0.744,0.6313490547910143,2.177,8.257
p005,1,2,0.2912826086956521,0.3445,1.52472080742007,3.712,2.993
p005,1,3,0.5355434782608693,0.348,0.7775333563840556,3.112,5.729
p005,1,4,0.3269130434782609,0.348,0.16753438467463683,0.664,3.385
p005,1,5,0.2801521739130436,0.2475,0.18415379652059,0.792,2.88
p005,1,6,0.3288260869565217,0.2475,0.29582421990453317,1.215,3.433
p005,1,7,0.30949999999999994,0.3,0.1629236699262026,0.696,3.129
p005,1,8,0.2592608695652174,0.221,0.17361213920468538,0.744,2.632
p005,1,9,0.38206521739130433,0.312,0.3227122145657826,1.352,4.066
p005,1,10,0.35380434782608694,0.345,0.2070008716637812,0.919,3.689
p005,1,11,0.32989130434782604,0.28800000000000003,0.24866248685145448,1.112,3.425
p005,1,12,0.37291304347826076,0.3565,0.21116405692541065,0.824,3.873
p005,1,13,0.2597391304347826,0.2,0.18299464895426237,0.704,2.648
p005,1,14,0.2670652173913043,0.232,0.1796123482730904,0.712,2.721
p005,1,15,0.2806086956521739,0.252,0.1696650921028273,0.632,2.856
p005,1,16,0.39665217391304347,0.2645,0.327584032807957,1.072,4.193
p005,1,17,0.23376086956521736,0.20850000000000002,0.14730454994596268,0.647,2.361
p005,1,18,0.4575652173913043,0.2675,0.5934518477957365,2.367,4.953
p005,1,19,0.23330434782608694,0.16899999999999998,0.17647031472935135,0.744,2.33
p005,1,20,0.2910652173913043,0.196,0.23975750732529855,0.976,2.985
p005,1,21,0.354608695652174,0.27949999999999997,0.286200588419371,1.104,3.723
p005,1,22,0.517869565217391,0.248,0.5278510988988236,1.847,5.585
p005,1,23,0.2866739130434783,0.3005,0.15442927965725586,0.568,2.914
p005,1,24,0.35926086956521724,0.268,0.3060197114045367,1.264,3.744
p005,1,25,0.325891304347826,0.3235,0.17848824776262437,0.688,3.377
p005,1,26,0.3362826086956521,0.308,0.21597588991402394,0.864,3.497
p005,1,27,0.30641304347826087,0.2565,0.2166615974880804,0.896,3.169
p005,1,28,0.29019565217391297,0.252,0.19696312340302774,0.872,3.001
p005,1,29,0.3266521739130435,0.276,0.22494989243447128,0.864,3.433
p005,1,30,0.29910869565217396,0.27649999999999997,0.18482330640201192,0.656,3.113
p005,1,31,0.26932608695652177,0.2725,0.14905972767806513,0.56,2.785
p005,1,32,0.27267391304347827,0.256,0.1565233464088169,0.648,2.824
p005,1,33,0.3931739130434783,0.2715,0.41855737980978985,1.728,4.136
p005,1,34,0.2591086956521739,0.232,0.14890746242935496,0.656,2.609
p005,1,35,0.22095652173913038,0.173,0.14159676024569662,0.608,2.209
p005,1,36,0.30256521739130426,0.2245,0.3260488478859103,1.375,3.153
p005,1,37,0.2826739130434783,0.20850000000000002,0.2618964217945565,1.127,2.889
p005,1,38,0.2556304347826087,0.1755,0.20268501657011795,0.752,2.608
p005,1,39,0.34723913043478255,0.26,0.3634602337889163,1.511,3.641
p005,1,40,0.24810869565217383,0.1995,0.19660137088488583,0.872,2.505
p005,1,41,0.29373913043478256,0.2235,0.23067065842235945,0.768,3.057
p005,1,42,0.2351739130434782,0.16,0.200769553285776,0.815,2.376
p005,1,43,0.44171739130434795,0.3805,0.28010899966052727,1.119,4.633
p005,1,44,0.3298478260869565,0.304,0.194904303286545,0.88,3.368
p005,1,45,0.47543478260869565,0.3555,0.38754088829002076,1.512,5.058
p005,1,46,0.34686956521739126,0.348,0.1828820638426916,0.783,3.569
p005,1,47,0.33191304347826084,0.316,0.19940732473863715,0.847,3.433
p005,1,48,0.3869782608695653,0.2725,0.3767150110055454,1.616,4.049
p005,1,49,0.3472826086956522,0.272,0.27096442267849097,1.208,3.585
p005,1,50,0.3663260869565218,0.316,0.2927287750611345,1.248,3.817
p005,1,51,0.2778695652173913,0.2445,0.177055246706991,0.808,2.785
p005,1,52,0.3383478260869564,0.344,0.200558688267583,0.815,3.489
p005,1,53,0.25436956521739135,0.1795,0.20566654334903403,0.76,2.624
p005,1,54,0.3790869565217391,0.1995,0.4046745098683608,1.353,3.993
p005,1,55,0.26295652173913053,0.2445,0.16338610800755088,0.697,2.681
p005,1,56,0.25582608695652176,0.244,0.14354578121403577,0.624,2.553
p005,1,57,0.26295652173913053,0.264,0.14922525203667988,0.616,2.689
p005,1,58,0.264804347826087,0.2195,0.18152215898588953,0.696,2.681
p005,1,59,0.25299999999999995,0.1635,0.21997908991538265,0.784,2.601
p005,1,60,0.28780434782608694,0.1765,0.274875779585795,0.952,2.976
p005,1,61,0.24493478260869564,0.1955,0.16405031777867735,0.56,2.505
p005,1,62,0.3655652173913044,0.1725,0.43009521696035397,1.44,3.905
p005,1,63,0.27649999999999986,0.196,0.2514904681206736,1.064,2.841
p005,1,64,0.2708260869565218,0.1795,0.23617134122382197,0.968,2.761
p005,1,65,0.30128260869565215,0.22699999999999998,0.2542537370461492,1.04,3.121
p005,1,66,0.2533695652173913,0.14800000000000002,0.25243730651353175,1.04,2.568
p005,1,67,0.22830434782608694,0.1925,0.1679798757212988,0.736,2.297
