participant,session,repetition,mean_timing,median_timing,std_timing,max_timing,total time
p078,1,1,0.25715217391304346,0.188,0.21844144574093832,0.975,2.655
p078,1,2,0.2285869565217391,0.21,0.14258978864591587,0.645,2.34
p078,1,3,0.22367391304347825,0.18,0.16875176434933797,0.75,2.266
p078,1,4,0.23536956521739127,0.195,0.16608155408923547,0.705,2.385
p078,1,5,0.18286956521739126,0.105,0.1775132681983897,0.66,1.801
p078,1,6,0.2741521739130435,0.1805,0.21099225550730047,0.659,2.851
p078,1,7,0.20234782608695648,0.1875,0.1130085969967289,0.479,2.011
p078,1,8,0.19615217391304346,0.165,0.10255317696824509,0.435,1.89
p078,1,9,0.27056521739130435,0.225,0.17435081520682666,0.735,2.776
p078,1,10,0.2737826086956521,0.24,0.20359097481016833,0.884,2.806
p078,1,11,0.2049347826086956,0.165,0.13359148378943472,0.539,2.026
p078,1,12,0.1711086956521739,0.14350000000000002,0.09290454557970766,0.404,1.62
p078,1,13,0.22228260869565217,0.196,0.14595108207028792,0.615,2.236
p078,1,14,0.2079782608695652,0.173,0.13499012130612206,0.57,2.041
p078,1,15,0.19139130434782609,0.16499999999999998,0.11841930740867285,0.465,1.89
p078,1,16,0.19397826086956518,0.1575,0.11852491329869752,0.495,1.905
p078,1,17,0.2086086956521739,0.1875,0.12335936270567288,0.525,2.07
p078,1,18,0.20734782608695654,0.14950000000000002,0.16571759343216055,0.69,2.055
p078,1,19,0.162,0.136,0.11119452424567597,0.48,1.561
p078,1,20,0.24800000000000003,0.119,0.2727807422332693,1.02,2.58
p078,1,21,0.19982608695652174,0.105,0.22216993539459096,0.825,2.01
p078,1,22,0.2011086956521739,0.1495,0.15928984458957818,0.644,2.04
p078,1,23,0.1827608695652174,0.12,0.1648952778493212,0.63,1.815
p078,1,24,0.20526086956521744,0.14250000000000002,0.18268265559982652,0.764,2.041
p078,1,25,0.1714130434782609,0.12,0.12167142932905756,0.526,1.621
p078,1,26,0.168695652173913,0.11199999999999999,0.15387438882488497,0.644,1.636
p078,1,27,0.15469565217391307,0.1045,0.13510635638722512,0.524,1.471
p078,1,28,0.17980434782608698,0.172,0.11127995118722817,0.479,1.771
p078,1,29,0.16739130434782606,0.1275,0.1267994879521504,0.509,1.591
p078,1,30,0.19084782608695652,0.173,0.12084387860032084,0.464,1.891
p078,1,31,0.15826086956521743,0.12,0.11447065315958761,0.524,1.486
p078,1,32,0.14880434782608698,0.105,0.11405624724771496,0.464,1.381
p078,1,33,0.14456521739130435,0.1195,0.09910480472126758,0.449,1.336
p078,1,34,0.18597826086956526,0.14250000000000002,0.13441138991592358,0.629,1.816
p078,1,35,0.18115217391304353,0.136,0.14833924593329295,0.689,1.726
p078,1,36,0.1986956521739131,0.1205,0.2025158286889329,0.869,1.966
p078,1,37,0.11880434782608697,0.104,0.08747281979505721,0.404,1.066
p078,1,38,0.19219565217391302,0.127,0.15495986857752955,0.659,1.891
p078,1,39,0.17619565217391314,0.1195,0.14632894747644848,0.584,1.666
p078,1,40,0.16543478260869565,0.1205,0.13090109110383272,0.584,1.516
p078,1,41,0.19804347826086963,0.12,0.20804924166293357,0.914,1.936
p078,1,42,0.14854347826086955,0.1195,0.11177829376279519,0.464,1.366
p078,1,43,0.12671739130434787,0.106,0.08644809953401797,0.344,1.126
p078,1,44,0.1461956521739131,0.1195,0.08444027989985123,0.344,1.351
p078,1,45,0.1851086956521739,0.135,0.14384903016100203,0.629,1.786
p078,1,46,0.17821739130434783,0.1665,0.08841867903295302,0.374,1.666
p078,1,47,0.16980434782608697,0.135,0.11553885725690678,0.48,1.605
